client_id,clinic_name,city,region,clinic_segment,source_customer_group
1000077557,Clínica 1000077557,Alicante,Alicante,small,3005
1000080400,Clínica 1000080400,Alicante,Alicante,large,3005
1000081159,Clínica 1000081159,Alicante,Alicante,large,3005
1000081489,Clínica 1000081489,Alicante,Alicante,small,3005
1000100529,Clínica 1000100529,Alicante,Alicante,small,3005
10217,Clínica 10217,Alicante,Alicante,medium,3006
27963,Clínica 27963,Alicante,Alicante,large,3006
1000100961,Clínica 1000100961,Alicante,Alicante,medium,3006
5879,Clínica 5879,Alicante,Alicante,large,3007
9119,Clínica 9119,Alicante,Alicante,large,3007
14363,Clínica 14363,Alicante,Alicante,small,3007
40897,Clínica 40897,Alicante,Alicante,large,3007
42431,Clínica 42431,Alicante,Alicante,small,3007
1000076129,Clínica 1000076129,Alicante,Alicante,medium,3007
1000102003,Clínica 1000102003,Alicante,Alicante,small,3007
1000102119,Clínica 1000102119,Alicante,Alicante,small,3007
15421,Clínica 15421,Alicante,Alicante,small,3008
1000080853,Clínica 1000080853,Alicante,Alicante,small,3008
1000077857,Clínica 1000077857,Alicante,Alicante,small,3009
23103,Clínica 23103,Alicante,Alicante,medium,3010
33195,Clínica 33195,Alicante,Alicante,large,3010
41867,Clínica 41867,Alicante,Alicante,small,3010
1000081538,Clínica 1000081538,Alicante,Alicante,small,3010
1000101186,Clínica 1000101186,Alicante,Alicante,small,3010
1000101667,Clínica 1000101667,Alicante,Alicante,small,3010
24508,Clínica 24508,Alicante,Alicante,medium,3012
29833,Clínica 29833,Alicante,Alicante,small,3012
1000081575,Clínica 1000081575,Alicante,Alicante,small,3012
1000100512,Clínica 1000100512,Alicante,Alicante,medium,3012
1000100546,Clínica 1000100546,Alicante,Alicante,large,3012
41115,Clínica 41115,Alicante,Alicante,small,3013
1000101960,Clínica 1000101960,Alicante,Alicante,small,3013
1000076406,Clínica 1000076406,Alicante,Alicante,small,3015
1000077228,Clínica 1000077228,Alicante,Alicante,small,3015
1000082104,Clínica 1000082104,Alicante,Alicante,large,3015
1000100003,Clínica 1000100003,Alicante,Alicante,medium,3015
1000100934,Clínica 1000100934,Alicante,Alicante,small,3015
1000101167,Clínica 1000101167,Alicante,Alicante,small,3015
1000102510,Clínica 1000102510,Alicante,Alicante,small,3015
1000080926,Clínica 1000080926,Alicante,Alicante,medium,3016
1000100374,Clínica 1000100374,Alicante,Alicante,medium,3016
23316,Clínica 23316,Alicante,Alicante,small,3100
20244,Clínica 20244,Alicante,Alicante,small,3110
1000078897,Clínica 1000078897,Alicante,Alicante,large,3110
1000080530,Clínica 1000080530,Alicante,Alicante,medium,3110
39951,Clínica 39951,Alicante,Alicante,large,3130
1000082304,Clínica 1000082304,Alicante,Alicante,small,3130
1000101463,Clínica 1000101463,Alicante,Alicante,small,3130
1000101464,Clínica 1000101464,Alicante,Alicante,small,3130
1000101903,Clínica 1000101903,Alicante,Alicante,small,3130
1000101911,Clínica 1000101911,Alicante,Alicante,small,3130
33962,Clínica 33962,Alicante,Alicante,small,3140
1000080548,Clínica 1000080548,Alicante,Alicante,medium,3158
1000102051,Clínica 1000102051,Alicante,Alicante,small,3158
21347,Clínica 21347,Alicante,Alicante,large,3160
33954,Clínica 33954,Alicante,Alicante,small,3160
1000059887,Clínica 1000059887,Alicante,Alicante,large,3160
1000071859,Clínica 1000071859,Alicante,Alicante,medium,3160
1000101024,Clínica 1000101024,Alicante,Alicante,small,3160
1000042920,Clínica 1000042920,Alicante,Alicante,small,3169
1000082706,Clínica 1000082706,Alicante,Alicante,small,3170
35294,Clínica 35294,Alicante,Alicante,small,3178
14319,Clínica 14319,Alicante,Alicante,medium,3181
20330,Clínica 20330,Alicante,Alicante,medium,3181
1000078797,Clínica 1000078797,Alicante,Alicante,large,3181
1000082642,Clínica 1000082642,Alicante,Alicante,small,3181
1000101031,Clínica 1000101031,Alicante,Alicante,small,3181
1000101032,Clínica 1000101032,Alicante,Alicante,small,3181
1000101449,Clínica 1000101449,Alicante,Alicante,small,3181
1000101451,Clínica 1000101451,Alicante,Alicante,small,3181
1000101770,Clínica 1000101770,Alicante,Alicante,small,3181
1000102499,Clínica 1000102499,Alicante,Alicante,small,3181
1000077190,Clínica 1000077190,Alicante,Alicante,small,3182
1000078082,Clínica 1000078082,Alicante,Alicante,small,3182
1000080381,Clínica 1000080381,Alicante,Alicante,small,3182
1000101537,Clínica 1000101537,Alicante,Alicante,small,3182
1000101981,Clínica 1000101981,Alicante,Alicante,small,3182
32365,Clínica 32365,Alicante,Alicante,large,3183
41822,Clínica 41822,Alicante,Alicante,large,3184
1000072672,Clínica 1000072672,Alicante,Alicante,large,3186
1000077059,Clínica 1000077059,Alicante,Alicante,small,3186
31063,Clínica 31063,Alicante,Alicante,large,3187
43086,Clínica 43086,Alicante,Alicante,small,3188
27304,Clínica 27304,Alicante,Alicante,small,3189
42283,Clínica 42283,Alicante,Alicante,large,3189
42374,Clínica 42374,Alicante,Alicante,large,3189
1000075190,Clínica 1000075190,Alicante,Alicante,small,3189
1000077058,Clínica 1000077058,Alicante,Alicante,large,3189
1000080859,Clínica 1000080859,Alicante,Alicante,medium,3189
1000081565,Clínica 1000081565,Alicante,Alicante,large,3189
1000082331,Clínica 1000082331,Alicante,Alicante,medium,3189
40798,Clínica 40798,Alicante,Alicante,large,3190
1000079903,Clínica 1000079903,Alicante,Alicante,small,3190
6642,Clínica 6642,Alicante,Alicante,large,3201
14240,Clínica 14240,Alicante,Alicante,small,3201
14372,Clínica 14372,Alicante,Alicante,large,3201
1000068539,Clínica 1000068539,Alicante,Alicante,small,3201
1000077628,Clínica 1000077628,Alicante,Alicante,small,3201
1000078734,Clínica 1000078734,Alicante,Alicante,small,3201
1000080130,Clínica 1000080130,Alicante,Alicante,small,3201
1000081027,Clínica 1000081027,Alicante,Alicante,small,3201
1000082044,Clínica 1000082044,Alicante,Alicante,large,3201
1000082256,Clínica 1000082256,Alicante,Alicante,small,3201
1000100538,Clínica 1000100538,Alicante,Alicante,medium,3201
1000101122,Clínica 1000101122,Alicante,Alicante,large,3201
1000101539,Clínica 1000101539,Alicante,Alicante,small,3201
1000101541,Clínica 1000101541,Alicante,Alicante,small,3201
1000101542,Clínica 1000101542,Alicante,Alicante,small,3201
1000101544,Clínica 1000101544,Alicante,Alicante,small,3201
32226,Clínica 32226,Alicante,Alicante,large,3202
36017,Clínica 36017,Alicante,Alicante,small,3202
36196,Clínica 36196,Alicante,Alicante,small,3202
1000078393,Clínica 1000078393,Alicante,Alicante,large,3202
1000079879,Clínica 1000079879,Alicante,Alicante,small,3202
1000082396,Clínica 1000082396,Alicante,Alicante,small,3202
1000100646,Clínica 1000100646,Alicante,Alicante,small,3202
1000101543,Clínica 1000101543,Alicante,Alicante,small,3202
1000101568,Clínica 1000101568,Alicante,Alicante,small,3202
1000101862,Clínica 1000101862,Alicante,Alicante,small,3202
1000101865,Clínica 1000101865,Alicante,Alicante,small,3202
1000102143,Clínica 1000102143,Alicante,Alicante,small,3202
7642,Clínica 7642,Alicante,Alicante,medium,3203
9548,Clínica 9548,Alicante,Alicante,large,3203
20962,Clínica 20962,Alicante,Alicante,small,3203
31432,Clínica 31432,Alicante,Alicante,small,3203
1000080048,Clínica 1000080048,Alicante,Alicante,small,3203
1000081684,Clínica 1000081684,Alicante,Alicante,small,3203
7280,Clínica 7280,Alicante,Alicante,medium,3204
1000101479,Clínica 1000101479,Alicante,Alicante,medium,3204
1000101538,Clínica 1000101538,Alicante,Alicante,small,3204
1000076080,Clínica 1000076080,Alicante,Alicante,medium,3205
1000081629,Clínica 1000081629,Alicante,Alicante,small,3206
1000081805,Clínica 1000081805,Alicante,Alicante,small,3206
29153,Clínica 29153,Alicante,Alicante,small,3294
14352,Clínica 14352,Alicante,Alicante,small,3300
37949,Clínica 37949,Alicante,Alicante,large,3300
43090,Clínica 43090,Alicante,Alicante,small,3300
1000042748,Clínica 1000042748,Alicante,Alicante,medium,3300
1000062710,Clínica 1000062710,Alicante,Alicante,medium,3300
1000080166,Clínica 1000080166,Alicante,Alicante,large,3300
1000100985,Clínica 1000100985,Alicante,Alicante,medium,3300
1000101018,Clínica 1000101018,Alicante,Alicante,small,3300
1000101019,Clínica 1000101019,Alicante,Alicante,small,3300
1000101023,Clínica 1000101023,Alicante,Alicante,small,3300
37969,Clínica 37969,Alicante,Alicante,medium,3314
1000100949,Clínica 1000100949,Alicante,Alicante,medium,3322
25904,Clínica 25904,Alicante,Alicante,large,3330
41586,Clínica 41586,Alicante,Alicante,large,3330
1000081280,Clínica 1000081280,Alicante,Alicante,small,3330
14375,Clínica 14375,Alicante,Alicante,small,3350
14398,Clínica 14398,Alicante,Alicante,medium,3360
26207,Clínica 26207,Alicante,Alicante,large,3360
1000074180,Clínica 1000074180,Alicante,Alicante,large,3360
1000075266,Clínica 1000075266,Alicante,Alicante,medium,3360
1000101556,Clínica 1000101556,Alicante,Alicante,medium,3369
14234,Clínica 14234,Alicante,Alicante,small,3370
1000100114,Clínica 1000100114,Alicante,Alicante,small,3370
10244,Clínica 10244,Alicante,Alicante,large,3400
31747,Clínica 31747,Alicante,Alicante,small,3400
1000081531,Clínica 1000081531,Alicante,Alicante,small,3400
1000081846,Clínica 1000081846,Alicante,Alicante,large,3400
32249,Clínica 32249,Alicante,Alicante,large,3420
1000082039,Clínica 1000082039,Alicante,Alicante,large,3420
1000100417,Clínica 1000100417,Alicante,Alicante,small,3420
1000079266,Clínica 1000079266,Alicante,Alicante,small,3430
1000057515,Clínica 1000057515,Alicante,Alicante,medium,3440
1000072857,Clínica 1000072857,Alicante,Alicante,small,3440
1000073983,Clínica 1000073983,Alicante,Alicante,large,3440
1000078386,Clínica 1000078386,Alicante,Alicante,small,3440
1000080724,Clínica 1000080724,Alicante,Alicante,small,3440
1000082572,Clínica 1000082572,Alicante,Alicante,small,3440
1000101662,Clínica 1000101662,Alicante,Alicante,small,3440
1000101663,Clínica 1000101663,Alicante,Alicante,small,3440
1000101664,Clínica 1000101664,Alicante,Alicante,small,3440
1000101665,Clínica 1000101665,Alicante,Alicante,small,3440
1000101666,Clínica 1000101666,Alicante,Alicante,small,3440
1000101701,Clínica 1000101701,Alicante,Alicante,small,3440
1000100200,Clínica 1000100200,Alicante,Alicante,medium,3450
8323,Clínica 8323,Alicante,Alicante,medium,3501
14025,Clínica 14025,Alicante,Alicante,small,3501
32918,Clínica 32918,Alicante,Alicante,large,3501
33706,Clínica 33706,Alicante,Alicante,medium,3501
42439,Clínica 42439,Alicante,Alicante,small,3501
1000073849,Clínica 1000073849,Alicante,Alicante,medium,3501
1000080914,Clínica 1000080914,Alicante,Alicante,small,3501
1000100390,Clínica 1000100390,Alicante,Alicante,small,3501
1000100650,Clínica 1000100650,Alicante,Alicante,small,3501
1000100914,Clínica 1000100914,Alicante,Alicante,small,3501
1000102322,Clínica 1000102322,Alicante,Alicante,small,3501
1000102427,Clínica 1000102427,Alicante,Alicante,small,3501
1000102441,Clínica 1000102441,Alicante,Alicante,small,3501
33942,Clínica 33942,Alicante,Alicante,small,3502
34773,Clínica 34773,Alicante,Alicante,small,3502
1000065751,Clínica 1000065751,Alicante,Alicante,small,3502
1000069528,Clínica 1000069528,Alicante,Alicante,medium,3502
1000080093,Clínica 1000080093,Alicante,Alicante,large,3502
1000100428,Clínica 1000100428,Alicante,Alicante,small,3502
1000102227,Clínica 1000102227,Alicante,Alicante,small,3502
32721,Clínica 32721,Alicante,Alicante,small,3503
35959,Clínica 35959,Alicante,Alicante,medium,3503
1000073257,Clínica 1000073257,Alicante,Alicante,small,3503
1000076193,Clínica 1000076193,Alicante,Alicante,small,3503
1000077576,Clínica 1000077576,Alicante,Alicante,medium,3503
1000080454,Clínica 1000080454,Alicante,Alicante,large,3503
1000080560,Clínica 1000080560,Alicante,Alicante,large,3503
1000100941,Clínica 1000100941,Alicante,Alicante,small,3503
1000101970,Clínica 1000101970,Alicante,Alicante,small,3503
1000102288,Clínica 1000102288,Alicante,Alicante,small,3509
41806,Clínica 41806,Alicante,Alicante,small,3510
41832,Clínica 41832,Alicante,Alicante,medium,3510
1000100066,Clínica 1000100066,Alicante,Alicante,small,3530
1000100073,Clínica 1000100073,Alicante,Alicante,small,3530
33565,Clínica 33565,Alicante,Alicante,small,3540
1000072067,Clínica 1000072067,Alicante,Alicante,medium,3540
1000073209,Clínica 1000073209,Alicante,Alicante,medium,3540
1000081571,Clínica 1000081571,Alicante,Alicante,small,3540
1000081675,Clínica 1000081675,Alicante,Alicante,small,3540
1000082667,Clínica 1000082667,Alicante,Alicante,medium,3540
1000100351,Clínica 1000100351,Alicante,Alicante,small,3540
1000100605,Clínica 1000100605,Alicante,Alicante,small,3540
1000102059,Clínica 1000102059,Alicante,Alicante,small,3540
1000102061,Clínica 1000102061,Alicante,Alicante,small,3540
15783,Clínica 15783,Alicante,Alicante,small,3550
18734,Clínica 18734,Alicante,Alicante,small,3550
1000075252,Clínica 1000075252,Alicante,Alicante,small,3550
1000080833,Clínica 1000080833,Alicante,Alicante,small,3550
1000100590,Clínica 1000100590,Alicante,Alicante,small,3550
1000101968,Clínica 1000101968,Alicante,Alicante,small,3550
1000102029,Clínica 1000102029,Alicante,Alicante,small,3550
1000075214,Clínica 1000075214,Alicante,Alicante,medium,3560
1000078721,Clínica 1000078721,Alicante,Alicante,medium,3560
8089,Clínica 8089,Alicante,Alicante,small,3570
41122,Clínica 41122,Alicante,Alicante,medium,3570
42503,Clínica 42503,Alicante,Alicante,small,3570
1000080668,Clínica 1000080668,Alicante,Alicante,small,3570
1000082322,Clínica 1000082322,Alicante,Alicante,medium,3570
1000100037,Clínica 1000100037,Alicante,Alicante,medium,3570
1000100069,Clínica 1000100069,Alicante,Alicante,medium,3570
1000101818,Clínica 1000101818,Alicante,Alicante,medium,3570
1000101952,Clínica 1000101952,Alicante,Alicante,small,3570
1000101953,Clínica 1000101953,Alicante,Alicante,small,3570
1000101954,Clínica 1000101954,Alicante,Alicante,small,3570
1000073509,Clínica 1000073509,Alicante,Alicante,medium,3580
1000073690,Clínica 1000073690,Alicante,Alicante,small,3580
1000079666,Clínica 1000079666,Alicante,Alicante,small,3580
1000073319,Clínica 1000073319,Alicante,Alicante,small,3581
1000081416,Clínica 1000081416,Alicante,Alicante,medium,3581
14298,Clínica 14298,Alicante,Alicante,small,3590
25651,Clínica 25651,Alicante,Alicante,large,3590
40929,Clínica 40929,Alicante,Alicante,small,3590
1000077396,Clínica 1000077396,Alicante,Alicante,medium,3590
1000078682,Clínica 1000078682,Alicante,Alicante,small,3590
14268,Clínica 14268,Alicante,Alicante,small,3600
25918,Clínica 25918,Alicante,Alicante,small,3600
25959,Clínica 25959,Alicante,Alicante,small,3600
1000075774,Clínica 1000075774,Alicante,Alicante,small,3600
1000078500,Clínica 1000078500,Alicante,Alicante,small,3600
1000080824,Clínica 1000080824,Alicante,Alicante,small,3600
1000081329,Clínica 1000081329,Alicante,Alicante,small,3600
1000082461,Clínica 1000082461,Alicante,Alicante,medium,3600
1000082687,Clínica 1000082687,Alicante,Alicante,medium,3600
14211,Clínica 14211,Alicante,Alicante,small,3610
28957,Clínica 28957,Alicante,Alicante,small,3610
29582,Clínica 29582,Alicante,Alicante,large,3610
30432,Clínica 30432,Alicante,Alicante,small,3610
36864,Clínica 36864,Alicante,Alicante,small,3610
1000101668,Clínica 1000101668,Alicante,Alicante,small,3610
1000101669,Clínica 1000101669,Alicante,Alicante,small,3610
1000075961,Clínica 1000075961,Alicante,Alicante,medium,3630
1000101698,Clínica 1000101698,Alicante,Alicante,small,3630
1000101699,Clínica 1000101699,Alicante,Alicante,small,3630
